Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Rolling Mean,Rolling Std Dev
2012-01-02,408.1499938964844,410.0,401.5,402.3999938964844,338.5082397460937,772876,,,
2012-01-03,405.25,411.7000122070313,405.25,407.9500122070313,343.17706298828125,1521362,0.013792292233420378,,
2012-01-04,407.6000061035156,407.6000061035156,392.75,395.4500122070313,332.6617736816406,2571970,-0.030641009010820563,,
2012-01-05,394.8999938964844,398.8500061035156,389.25,393.3500061035156,330.8951721191406,3679775,-0.00531042113716329,,
2012-01-06,393.75,399.6499938964844,388.3500061035156,396.7999877929688,333.7974548339844,1730249,0.008770768109624072,,
2012-01-09,394.2999877929688,395.8500061035156,390.5,393.4500122070313,330.9793395996094,1662954,-0.008442479054927232,,
2012-01-10,393.5,399.0,391.7000122070313,395.4500122070313,332.6617736816406,1818282,0.005083237864909718,,
2012-01-11,396.8500061035156,398.7000122070313,391.3500061035156,392.5,330.18023681640625,1313159,-0.007459886498844992,,
2012-01-12,393.75,397.1000061035156,388.5,394.0499877929688,331.48406982421875,2145254,0.00394901348527088,,
2012-01-13,393.8999938964844,394.6000061035156,390.2000122070313,391.6499938964844,329.46502685546875,2414816,-0.0060905823393792025,,
2012-01-16,391.0,391.0,385.0,386.3500061035156,325.0066223144531,2898804,-0.013532459786963713,,
2012-01-17,387.6000061035156,399.0,385.7000122070313,397.6000061035156,334.47039794921875,3985373,0.029118674316743087,,
2012-01-18,399.5,399.5,388.5,392.25,329.96978759765625,1875310,-0.01345574955077522,,
2012-01-19,394.0,395.2999877929688,388.0,391.3999938964844,329.2547607421875,1924205,-0.0021670009012507707,,
2012-01-20,392.0,393.6499938964844,389.3500061035156,391.1499938964844,329.0445251464844,1944382,-0.000638732764176031,,
2012-01-23,391.1499938964844,402.6499938964844,388.7000122070313,395.6499938964844,332.830078125,2009356,0.011504538080578053,,
2012-01-24,399.3999938964844,399.4500122070313,392.0,393.1000061035156,330.68487548828125,1785375,-0.006445059603958692,,
2012-01-25,393.5,399.1000061035156,389.25,393.5499877929688,331.0634155273437,3214760,0.0011447002861013633,,
2012-01-27,399.9500122070313,399.9500122070313,384.1000061035156,389.9500122070313,328.0350341796875,3014531,-0.00914744174209281,,
2012-01-30,388.0,390.8999938964844,380.0,382.3500061035156,321.6417236328125,3357821,-0.019489693205806846,,
2012-01-31,384.0,384.0,374.3500061035156,378.9500122070313,318.78155517578125,5410046,-0.008892359990086751,,
2012-02-01,379.75,386.3500061035156,377.1499938964844,384.75,323.66070556640625,3629907,0.01530541656190798,,
2012-02-02,386.0,393.4500122070313,385.2000122070313,390.7000122070313,328.666015625,3401946,0.015464619121588807,,
2012-02-03,392.25,403.9500122070313,391.0499877929688,401.3999938964844,337.6670227050781,3661767,0.02738669402391314,,
2012-02-06,405.8999938964844,410.8999938964844,384.6000061035156,387.0499877929688,325.5954284667969,8152556,-0.035749891185140936,,
2012-02-07,388.0,388.0,378.0,382.1499938964844,321.4735412597656,6607892,-0.012659847696741,,
2012-02-08,383.0,389.8999938964844,382.5,388.5499877929688,326.8573913574219,2952882,0.016747334812775128,,
2012-02-09,385.2999877929688,394.7000122070313,385.2999877929688,393.3500061035156,330.8951721191406,1611262,0.012353669955857516,,
2012-02-10,393.0,395.0,385.75,387.3999938964844,325.889892578125,1192722,-0.015126508490419188,,
2012-02-13,388.3999938964844,393.7000122070313,387.1000061035156,391.75,329.5492553710937,1329643,0.011228720113707569,392.0816670735677,6.062270109780296
2012-02-14,391.2000122070313,393.0,388.5,391.8500061035156,329.63336181640625,1096306,0.0002552804173978629,391.73000081380206,5.74053395109612
2012-02-15,393.75,393.75,385.0,388.5,326.81524658203125,2772667,-0.008549205183961739,391.0816670735677,4.879203608581391
2012-02-16,389.0,389.0,383.1000061035156,384.0499877929688,323.07177734375,1472742,-0.011454342875241164,390.7016662597656,4.970333588718851
2012-02-17,385.5499877929688,388.0,381.2000122070313,385.1000061035156,323.9550476074219,3128005,0.002734066772351662,390.4266662597656,5.046399898354927
2012-02-21,386.7999877929688,388.3999938964844,381.0499877929688,381.9500122070313,321.3053283691406,2314496,-0.008179677607269564,389.9316670735677,5.127350989187805
2012-02-22,381.0,383.5,376.1000061035156,378.5,318.40301513671875,2030557,-0.009032627560596307,389.43333333333334,5.48746622305676
2012-02-23,377.1499938964844,389.4500122070313,377.1499938964844,388.2000122070313,326.5628967285156,2728135,0.02562750913350409,389.19166666666666,5.3717808449035935
2012-02-24,389.75,390.3999938964844,383.5499877929688,385.8999938964844,324.62811279296875,1728472,-0.0059248280222111704,388.97166646321614,5.3667651960628975
2012-02-27,388.8500061035156,390.7999877929688,377.6000061035156,380.0499877929688,319.7069702148437,2232300,-0.01515938376792203,388.5049997965495,5.51654739867835
2012-02-28,380.6499938964844,384.0,380.0499877929688,381.25,320.7164001464844,2574086,0.0031575114999999876,388.15833333333336,5.637544298814639
2012-02-29,382.1499938964844,386.8500061035156,378.8500061035156,380.2000122070313,319.8330993652344,4159331,-0.0027540663422129796,387.95333353678393,5.81460511362229
2012-03-01,379.5,382.8999938964844,377.2999877929688,380.3500061035156,319.9593200683594,1603552,0.0003945131290596926,387.37833353678394,5.679099287014436
2012-03-02,379.6499938964844,383.6499938964844,376.5,382.8500061035156,322.0623474121094,1316617,0.006572893282193348,387.0650004069011,5.66032830273295
2012-03-05,380.0,383.25,377.2000122070313,382.5499877929688,321.8099975585937,765991,-0.0007836445233481149,386.7700002034506,5.657227891562276
2012-03-06,380.1000061035156,386.3999938964844,378.1000061035156,380.2000122070313,319.8330993652344,1464049,-0.006142924221472668,386.40500081380213,5.7178071996050415
